Sample in Buffer,Sample in Window,TRIGGER,ADC_data_valid,IF_out[23:0],filt_sec_3_out[33:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,UNSIGNED,SIGNED
824,824,0,0,143352,19532966
825,825,0,0,134376,19532966
826,826,0,0,134376,19532966
827,827,0,0,134376,19532966
828,828,0,1,313684,19532966
829,829,0,0,313684,19532966
830,830,0,0,292596,19532966
831,831,0,0,292596,19532966
832,832,0,0,292596,19532966
833,833,0,0,272826,24104426
834,834,0,0,272826,24104426
835,835,0,0,272826,24104426
836,836,0,0,253056,24104426
837,837,0,0,253056,24104426
838,838,0,1,430615,24104426
839,839,0,0,430615,24104426
840,840,0,0,430615,24104426
841,841,0,0,396651,24104426
842,842,0,0,396651,24104426
843,843,0,0,396651,26693540
844,844,0,0,363900,26693540
845,845,0,0,363900,26693540
846,846,0,0,363900,26693540
847,847,0,0,332362,26693540
848,848,0,1,500598,26693540
849,849,0,0,456750,26693540
850,850,0,0,456750,26693540
851,851,0,0,456750,26693540
852,852,0,0,412902,26693540
853,853,0,0,412902,27087370
854,854,0,0,412902,27087370
855,855,0,0,372708,27087370
856,856,0,0,372708,27087370
857,857,0,0,332514,27087370
858,858,0,1,439894,27087370
859,859,0,0,439894,27087370
860,860,0,0,391554,27087370
861,861,0,0,391554,27087370
862,862,0,0,391554,27087370
863,863,0,0,345631,25253524
864,864,0,0,345631,25253524
865,865,0,0,302125,25253524
866,866,0,0,302125,25253524
867,867,0,0,302125,25253524
868,868,0,1,313632,25253524
869,869,0,0,313632,25253524
870,870,0,0,313632,25253524
871,871,0,0,270072,25253524
872,872,0,0,270072,25253524
873,873,0,0,270072,21342817
874,874,0,0,226512,21342817
875,875,0,0,226512,21342817
876,876,0,0,188760,21342817
877,877,0,0,188760,21342817
878,878,0,1,209755,21342817
879,879,0,0,171031,21342817
880,880,0,0,171031,21342817
881,881,0,0,171031,21342817
882,882,0,0,135534,21342817
883,883,0,0,135534,15676869
884,884,0,0,106491,15676869
885,885,0,0,106491,15676869
886,886,0,0,106491,15676869
887,887,0,0,77448,15676869
888,888,0,1,79032,15676869
889,889,0,0,79032,15676869
890,890,0,0,55981,15676869
891,891,0,0,55981,15676869
892,892,0,0,36223,15676869
893,893,0,0,36223,8721656
894,894,0,0,36223,8721656
895,895,0,0,23051,8721656
896,896,0,0,23051,8721656
897,897,0,0,23051,8721656
898,898,0,1,9486,8721656
899,899,0,0,9486,8721656
900,900,0,0,3162,8721656
901,901,0,0,3162,8721656
902,902,0,0,3162,8721656
903,903,0,0,0,1049182
904,904,0,0,0,1049182
905,905,0,0,0,1049182
906,906,0,0,0,1049182
907,907,0,0,0,1049182
908,908,0,1,0,1049182
909,909,0,0,5610,1049182
910,910,0,0,5610,1049182
911,911,0,0,14025,1049182
912,912,0,0,14025,1049182
913,913,0,0,14025,-6709560
914,914,0,0,25245,-6709560
915,915,0,0,25245,-6709560
916,916,0,0,25245,-6709560
917,917,0,0,39270,-6709560
918,918,0,1,31878,-6709560
919,919,0,0,47817,-6709560
920,920,0,0,47817,-6709560
921,921,0,0,47817,-6709560
922,922,0,0,63756,-6709560
923,923,0,0,63756,-13916485
924,924,0,0,63756,-13916485
925,925,0,0,84249,-13916485
926,926,0,0,84249,-13916485
927,927,0,0,107019,-13916485
928,928,0,1,78678,-13916485
929,929,0,0,78678,-13916485
930,930,0,0,98766,-13916485
931,931,0,0,98766,-13916485
932,932,0,0,98766,-13916485
933,933,0,0,118854,-19978892
934,934,0,0,118854,-19978892
935,935,0,0,142290,-19978892
936,936,0,0,142290,-19978892
937,937,0,0,142290,-19978892
938,938,0,1,105100,-19978892
939,939,0,0,105100,-19978892
940,940,0,0,105100,-19978892
941,941,0,0,121916,-19978892
942,942,0,0,121916,-19978892
943,943,0,0,121916,-24398210
944,944,0,0,140834,-24398210
945,945,0,0,140834,-24398210
946,946,0,0,159752,-24398210
947,947,0,0,159752,-24398210
948,948,0,1,82840,-24398210
949,949,0,0,93740,-24398210
950,950,0,0,93740,-24398210
951,951,0,0,93740,-24398210
952,952,0,0,105185,-24398210
953,953,0,0,105185,-26811000
954,954,0,0,117175,-26811000
955,955,0,0,117175,-26811000
956,956,0,0,117175,-26811000
957,957,0,0,129710,-26811000
958,958,0,1,39508,-26811000
959,959,0,0,39508,-26811000
960,960,0,0,43492,-26811000
961,961,0,0,43492,-26811000
962,962,0,0,47642,-26811000
963,963,0,0,47642,-27018845
964,964,0,0,47642,-27018845
965,965,0,0,51958,-27018845
966,966,0,0,51958,-27018845
967,967,0,0,51958,-27018845
968,968,0,1,9889,-27018845
969,969,0,0,9889,-27018845
970,970,0,0,10701,-27018845
971,971,0,0,10701,-27018845
972,972,0,0,10701,-27018845
973,973,0,0,11542,-25004665
974,974,0,0,11542,-25004665
975,975,0,0,11542,-25004665
976,976,0,0,12441,-25004665
977,977,0,0,12441,-25004665
978,978,0,1,42900,-25004665
979,979,0,0,46000,-25004665
980,980,0,0,46000,-25004665
981,981,0,0,49300,-25004665
982,982,0,0,49300,-25004665
983,983,0,0,49300,-20934122
984,984,0,0,52600,-20934122
985,985,0,0,52600,-20934122
986,986,0,0,52600,-20934122
987,987,0,0,56000,-20934122
988,988,0,1,232400,-20934122
989,989,0,0,246925,-20934122
990,990,0,0,246925,-20934122
991,991,0,0,246925,-20934122
992,992,0,0,261865,-20934122
993,993,0,0,261865,-15141995
994,994,0,0,261865,-15141995
995,995,0,0,277220,-15141995
996,996,0,0,277220,-15141995
997,997,0,0,292990,-15141995
998,998,0,1,617044,-15141995
999,999,0,0,617044,-15141995
1000,1000,0,0,650256,-15141995
1001,1001,0,0,650256,-15141995
1002,1002,0,0,650256,-15141995
1003,1003,0,0,685216,-8104642
1004,1004,0,0,685216,-8104642
1005,1005,0,0,685216,-8104642
1006,1006,0,0,720176,-8104642
1007,1007,0,0,720176,-8104642
1008,1008,0,1,1264630,-8104642
1009,1009,0,0,1264630,-8104642
1010,1010,0,0,1264630,-8104642
1011,1011,0,0,1324572,-8104642
1012,1012,0,0,1324572,-8104642
1013,1013,0,0,1324572,-400825
1014,1014,0,0,1385976,-400825
1015,1015,0,0,1385976,-400825
1016,1016,0,0,1448842,-400825
1017,1017,0,0,1448842,-400825
1018,1018,0,1,2058307,-400825
1019,1019,0,0,2149695,-400825
1020,1020,0,0,2149695,-400825
1021,1021,0,0,2149695,-400825
1022,1022,0,0,2241083,-400825
1023,1023,0,0,2241083,7335890
1024,1024,0,0,2334548,7335890
1025,1025,0,0,2334548,7335890
1026,1026,0,0,2334548,7335890
1027,1027,0,0,2428013,7335890
1028,1028,0,1,3086160,7335890
1029,1029,0,0,3086160,7335890
1030,1030,0,0,3207600,7335890
1031,1031,0,0,3207600,7335890
1032,1032,0,0,3329040,7335890
1033,1033,0,0,3329040,14469240
1034,1034,0,0,3329040,14469240
1035,1035,0,0,3453120,14469240
1036,1036,0,0,3453120,14469240
1037,1037,0,0,3453120,14469240
1038,1038,0,1,4140880,14469240
1039,1039,0,0,4140880,14469240
1040,1040,0,0,4140880,14469240
1041,1041,0,0,4287568,14469240
1042,1042,0,0,4287568,14469240
1043,1043,0,0,4434256,20412592
1044,1044,0,0,4434256,20412592
1045,1045,0,0,4434256,20412592
1046,1046,0,0,4580944,20412592
1047,1047,0,0,4580944,20412592
1048,1048,0,1,4921217,20412592
1049,1049,0,0,5082084,20412592
1050,1050,0,0,5082084,20412592
1051,1051,0,0,5242951,20412592
1052,1052,0,0,5242951,20412592
1053,1053,0,0,5242951,24677186
1054,1054,0,0,5407101,24677186
1055,1055,0,0,5407101,24677186
1056,1056,0,0,5407101,24677186
1057,1057,0,0,5567968,24677186
1058,1058,0,1,5534048,24677186
1059,1059,0,0,5697198,24677186
1060,1060,0,0,5697198,24677186
1061,1061,0,0,5697198,24677186
1062,1062,0,0,5860348,24677186
1063,1063,0,0,5860348,26912331
1064,1064,0,0,5860348,26912331
1065,1065,0,0,6023498,26912331
1066,1066,0,0,6023498,26912331
1067,1067,0,0,6186648,26912331
1068,1068,0,1,5748672,26912331
1069,1069,0,0,5748672,26912331
1070,1070,0,0,5903304,26912331
1071,1071,0,0,5903304,26912331
1072,1072,0,0,5903304,26912331
1073,1073,0,0,6054904,26934240
1074,1074,0,0,6054904,26934240
1075,1075,0,0,6054904,26934240
1076,1076,0,0,6206504,26934240
1077,1077,0,0,6206504,26934240
1078,1078,0,1,5328896,26934240
1079,1079,0,0,5328896,26934240
1080,1080,0,0,5328896,26934240
1081,1081,0,0,5458996,26934240
1082,1082,0,0,5458996,26934240
1083,1083,0,0,5458996,24741141
1084,1084,0,0,5589096,24741141
1085,1085,0,0,5589096,24741141
1086,1086,0,0,5721798,24741141
1087,1087,0,0,5721798,24741141
1088,1088,0,1,4488159,24741141
1089,1089,0,0,4590209,24741141
1090,1090,0,0,4590209,24741141
1091,1091,0,0,4590209,24741141
1092,1092,0,0,4692259,24741141
1093,1093,0,0,4692259,20513422
1094,1094,0,0,4794309,20513422
1095,1095,0,0,4794309,20513422
1096,1096,0,0,4794309,20513422
1097,1097,0,0,4896359,20513422
1098,1098,0,1,3394585,20513422
1099,1099,0,0,3394585,20513422
1100,1100,0,0,3463920,20513422
1101,1101,0,0,3463920,20513422
1102,1102,0,0,3534670,20513422
1103,1103,0,0,3534670,14598789
1104,1104,0,0,3534670,14598789
1105,1105,0,0,3604005,14598789
1106,1106,0,0,3604005,14598789
1107,1107,0,0,3604005,14598789
1108,1108,0,1,2146892,14598789
1109,1109,0,0,2146892,14598789
1110,1110,0,0,2146892,14598789
1111,1111,0,0,2186588,14598789
1112,1112,0,0,2186588,14598789
1113,1113,0,0,2226284,7483667
1114,1114,0,0,2226284,7483667
1115,1115,0,0,2226284,7483667
1116,1116,0,0,2265980,7483667
1117,1117,0,0,2265980,7483667
1118,1118,0,1,1032980,7483667
1119,1119,0,0,1050699,7483667
1120,1120,0,0,1050699,7483667
1121,1121,0,0,1068418,7483667
1122,1122,0,0,1068418,7483667
1123,1123,0,0,1068418,-246806
1124,1124,0,0,1085760,-246806
1125,1125,0,0,1085760,-246806
1126,1126,0,0,1085760,-246806
1127,1127,0,0,1103102,-246806
1128,1128,0,1,283822,-246806
1129,1129,0,0,288187,-246806
1130,1130,0,0,288187,-246806
1131,1131,0,0,288187,-246806
1132,1132,0,0,292552,-246806
1133,1133,0,0,292552,-7956898
1134,1134,0,0,292552,-7956898
1135,1135,0,0,296820,-7956898
1136,1136,0,0,296820,-7956898
1137,1137,0,0,296820,-7956898
1138,1138,0,1,99328,-7956898
1139,1139,0,0,99328,-7956898
1140,1140,0,0,100704,-7956898
1141,1141,0,0,100704,-7956898
1142,1142,0,0,100704,-7956898
1143,1143,0,0,102048,-15012567
1144,1144,0,0,102048,-15012567
1145,1145,0,0,102048,-15012567
1146,1146,0,0,103360,-15012567
1147,1147,0,0,103360,-15012567
1148,1148,0,1,690181,-15012567
1149,1149,0,0,690181,-15012567
1150,1150,0,0,690181,-15012567
1151,1151,0,0,698621,-15012567
1152,1152,0,0,698621,-15012567
1153,1153,0,0,698621,-20833600
1154,1154,0,0,707061,-20833600
1155,1155,0,0,707061,-20833600
1156,1156,0,0,715079,-20833600
1157,1157,0,0,715079,-20833600
1158,1158,0,1,1918174,-20833600
1159,1159,0,0,1939682,-20833600
1160,1160,0,0,1939682,-20833600
1161,1161,0,0,1939682,-20833600
1162,1162,0,0,1960624,-20833600
1163,1163,0,0,1960624,-24941323
1164,1164,0,0,1981000,-24941323
1165,1165,0,0,1981000,-24941323
1166,1166,0,0,1981000,-24941323
1167,1167,0,0,2000810,-24941323
1168,1168,0,1,3923850,-24941323
1169,1169,0,0,3923850,-24941323
1170,1170,0,0,3961590,-24941323
1171,1171,0,0,3961590,-24941323
1172,1172,0,0,3961590,-24941323
1173,1173,0,0,3998220,-26997962
1174,1174,0,0,3998220,-26997962
1175,1175,0,0,4034850,-26997962
1176,1176,0,0,4034850,-26997962
1177,1177,0,0,4034850,-26997962
1178,1178,0,1,6298188,-26997962
1179,1179,0,0,6298188,-26997962
1180,1180,0,0,6298188,-26997962
1181,1181,0,0,6351446,-26997962
1182,1182,0,0,6351446,-26997962
1183,1183,0,0,6401268,-26834414
1184,1184,0,0,6401268,-26834414
1185,1185,0,0,6401268,-26834414
1186,1186,0,0,6449372,-26834414
1187,1187,0,0,6449372,-26834414
1188,1188,0,1,8735558,-26834414
1189,1189,0,0,8800714,-26834414
1190,1190,0,0,8800714,-26834414
1191,1191,0,0,8861216,-26834414
1192,1192,0,0,8861216,-26834414
1193,1193,0,0,8861216,-24464151
1194,1194,0,0,8919391,-24464151
1195,1195,0,0,8919391,-24464151
1196,1196,0,0,8919391,-24464151
1197,1197,0,0,8975239,-24464151
1198,1198,0,1,10899882,-24464151
1199,1199,0,0,10964880,-24464151
1200,1200,0,0,10964880,-24464151
1201,1201,0,0,10964880,-24464151
1202,1202,0,0,11027052,-24464151
1203,1203,0,0,11027052,-20082107
1204,1204,0,0,11027052,-20082107
1205,1205,0,0,11086398,-20082107
1206,1206,0,0,11086398,-20082107
1207,1207,0,0,11086398,-20082107
1208,1208,0,1,12495367,-20082107
1209,1209,0,0,12495367,-20082107
1210,1210,0,0,12552409,-20082107
1211,1211,0,0,12552409,-20082107
1212,1212,0,0,12552409,-20082107
1213,1213,0,0,12609451,-14048643
1214,1214,0,0,12609451,-14048643
1215,1215,0,0,12609451,-14048643
1216,1216,0,0,12660155,-14048643
1217,1217,0,0,12660155,-14048643
1218,1218,0,1,13237010,-14048643
1219,1219,0,0,13237010,-14048643
1220,1220,0,0,13237010,-14048643
1221,1221,0,0,13283224,-14048643
1222,1222,0,0,13283224,-14048643
1223,1223,0,0,13283224,-6859917
1224,1224,0,0,13322836,-6859917
1225,1225,0,0,13322836,-6859917
1226,1226,0,0,13362448,-6859917
1227,1227,0,0,13362448,-6859917
1228,1228,0,1,12965744,-6859917
1229,1229,0,0,12997774,-6859917
1230,1230,0,0,12997774,-6859917
1231,1231,0,0,12997774,-6859917
1232,1232,0,0,13026601,-6859917
1233,1233,0,0,13026601,892918
1234,1234,0,0,13049022,892918
1235,1235,0,0,13049022,892918
1236,1236,0,0,13049022,892918
1237,1237,0,0,13071443,892918
1238,1238,0,1,11712470,892918
1239,1239,0,0,11712470,892918
1240,1240,0,0,11726820,892918
1241,1241,0,0,11726820,892918
1242,1242,0,0,11726820,892918
1243,1243,0,0,11738300,8572324
1244,1244,0,0,11738300,8572324
1245,1245,0,0,11746910,8572324
1246,1246,0,0,11746910,8572324
1247,1247,0,0,11746910,8572324
1248,1248,0,1,9725625,8572324
1249,1249,0,0,9725625,8572324
1250,1250,0,0,9725625,8572324
1251,1251,0,0,9725625,8572324
1252,1252,0,0,9725625,8572324
1253,1253,0,0,9723250,15546803
1254,1254,0,0,9723250,15546803
1255,1255,0,0,9723250,15546803
1256,1256,0,0,9718500,15546803
1257,1257,0,0,9718500,15546803
1258,1258,0,1,7267392,15546803
1259,1259,0,0,7260288,15546803
1260,1260,0,0,7260288,15546803
1261,1261,0,0,7253184,15546803
1262,1262,0,0,7253184,15546803
1263,1263,0,0,7253184,21242822
1264,1264,0,0,7242528,21242822
1265,1265,0,0,7242528,21242822
1266,1266,0,0,7242528,21242822
1267,1267,0,0,7230096,21242822
1268,1268,0,1,4697934,21242822
1269,1269,0,0,4697934,21242822
1270,1270,0,0,4687548,21242822
1271,1271,0,0,4687548,21242822
1272,1272,0,0,4677162,21242822
1273,1273,0,0,4677162,25191974
1274,1274,0,0,4677162,25191974
1275,1275,0,0,4664468,25191974
1276,1276,0,0,4664468,25191974
1277,1277,0,0,4664468,25191974
1278,1278,0,1,2518750,25191974
1279,1279,0,0,2518750,25191974
1280,1280,0,0,2510625,25191974
1281,1281,0,0,2510625,25191974
1282,1282,0,0,2510625,25191974
1283,1283,0,0,2501250,27069496
1284,1284,0,0,2501250,27069496
1285,1285,0,0,2501250,27069496
1286,1286,0,0,2491875,27069496
1287,1287,0,0,2491875,27069496
1288,1288,0,1,897220,27069496
1289,1289,0,0,897220,27069496
1290,1290,0,0,897220,27069496
1291,1291,0,0,893152,27069496
1292,1292,0,0,893152,27069496
1293,1293,0,0,893152,26720975
1294,1294,0,0,888858,26720975
1295,1295,0,0,888858,26720975
1296,1296,0,0,884338,26720975
1297,1297,0,0,884338,26720975
1298,1298,0,1,136955,26720975
1299,1299,0,0,136185,26720975
1300,1300,0,0,136185,26720975
1301,1301,0,0,136185,26720975
1302,1302,0,0,135415,26720975
1303,1303,0,0,135415,24175049
1304,1304,0,0,135415,24175049
1305,1305,0,0,134575,24175049
1306,1306,0,0,134575,24175049
1307,1307,0,0,133735,24175049
1308,1308,0,1,389742,24175049
1309,1309,0,0,389742,24175049
1310,1310,0,0,387090,24175049
1311,1311,0,0,387090,24175049
1312,1312,0,0,387090,24175049
1313,1313,0,0,384336,19641055
1314,1314,0,0,384336,19641055
1315,1315,0,0,381480,19641055
1316,1316,0,0,381480,19641055
1317,1317,0,0,381480,19641055
1318,1318,0,1,1295139,19641055
1319,1319,0,0,1295139,19641055
1320,1320,0,0,1295139,19641055
1321,1321,0,0,1284669,19641055
1322,1322,0,0,1284669,19641055
1323,1323,0,0,1274199,13491820
1324,1324,0,0,1274199,13491820
1325,1325,0,0,1274199,13491820
1326,1326,0,0,1263031,13491820
1327,1327,0,0,1263031,13491820
1328,1328,0,1,2848153,13491820
1329,1329,0,0,2822182,13491820
1330,1330,0,0,2822182,13491820
1331,1331,0,0,2795424,13491820
1332,1332,0,0,2795424,13491820
1333,1333,0,0,2795424,6233004
1334,1334,0,0,2767879,6233004
1335,1335,0,0,2767879,6233004
1336,1336,0,0,2767879,6233004
1337,1337,0,0,2740334,6233004
1338,1338,0,1,4732038,6233004
1339,1339,0,0,4732038,6233004
1340,1340,0,0,4681755,6233004
1341,1341,0,0,4681755,6233004
1342,1342,0,0,4631472,6233004
1343,1343,0,0,4631472,-1538476
1344,1344,0,0,4631472,-1538476
1345,1345,0,0,4579830,-1538476
1346,1346,0,0,4579830,-1538476
1347,1347,0,0,4579830,-1538476
1348,1348,0,1,6608704,-1538476
1349,1349,0,0,6608704,-1538476
1350,1350,0,0,6529344,-1538476
1351,1351,0,0,6529344,-1538476
1352,1352,0,0,6529344,-1538476
1353,1353,0,0,6449984,-9183531
1354,1354,0,0,6449984,-9183531
1355,1355,0,0,6449984,-9183531
1356,1356,0,0,6368640,-9183531
1357,1357,0,0,6368640,-9183531
1358,1358,0,1,8078400,-9183531
1359,1359,0,0,8078400,-9183531
1360,1360,0,0,8078400,-9183531
1361,1361,0,0,7968750,-9183531
1362,1362,0,0,7968750,-9183531
1363,1363,0,0,7968750,-16073454
1364,1364,0,0,7859100,-16073454
1365,1365,0,0,7859100,-16073454
1366,1366,0,0,7746900,-16073454
1367,1367,0,0,7746900,-16073454
1368,1368,0,1,9092734,-16073454
1369,1369,0,0,8961042,-16073454
1370,1370,0,0,8961042,-16073454
1371,1371,0,0,8961042,-16073454
1372,1372,0,0,8826357,-16073454
1373,1373,0,0,8826357,-21641623
1374,1374,0,0,8826357,-21641623
1375,1375,0,0,8688679,-21641623
1376,1376,0,0,8688679,-21641623
1377,1377,0,0,8551001,-21641623
1378,1378,0,1,9290964,-21641623
1379,1379,0,0,9290964,-21641623
1380,1380,0,0,9141372,-21641623
1381,1381,0,0,9141372,-21641623
1382,1382,0,0,9141372,-21641623
1383,1383,0,0,8988528,-25430100
1384,1384,0,0,8988528,-25430100
1385,1385,0,0,8832432,-25430100
1386,1386,0,0,8832432,-25430100
1387,1387,0,0,8832432,-25430100
1388,1388,0,1,8756376,-25430100
1389,1389,0,0,8756376,-25430100
1390,1390,0,0,8756376,-25430100
1391,1391,0,0,8598840,-25430100
1392,1392,0,0,8598840,-25430100
1393,1393,0,0,8438022,-27127297
1394,1394,0,0,8438022,-27127297
1395,1395,0,0,8438022,-27127297
1396,1396,0,0,8277204,-27127297
1397,1397,0,0,8277204,-27127297
1398,1398,0,1,7790458,-27127297
1399,1399,0,0,7639097,-27127297
1400,1400,0,0,7639097,-27127297
1401,1401,0,0,7639097,-27127297
1402,1402,0,0,7487736,-27127297
1403,1403,0,0,7487736,-26593602
1404,1404,0,0,7333286,-26593602
1405,1405,0,0,7333286,-26593602
1406,1406,0,0,7333286,-26593602
1407,1407,0,0,7178836,-26593602
1408,1408,0,1,6272476,-26593602
1409,1409,0,0,6272476,-26593602
1410,1410,0,0,6137526,-26593602
1411,1411,0,0,6137526,-26593602
1412,1412,0,0,6002576,-26593602
1413,1413,0,0,6002576,-23872866
1414,1414,0,0,6002576,-23872866
1415,1415,0,0,5867626,-23872866
1416,1416,0,0,5867626,-23872866
1417,1417,0,0,5867626,-23872866
1418,1418,0,1,4519867,-23872866
1419,1419,0,0,4519867,-23872866
1420,1420,0,0,4413417,-23872866
1421,1421,0,0,4413417,-23872866
1422,1422,0,0,4413417,-23872866
1423,1423,0,0,4304838,-19188805
1424,1424,0,0,4304838,-19188805
1425,1425,0,0,4304838,-19188805
1426,1426,0,0,4198388,-19188805
1427,1427,0,0,4198388,-19188805
1428,1428,0,1,2906473,-19188805
1429,1429,0,0,2906473,-19188805
1430,1430,0,0,2906473,-19188805
1431,1431,0,0,2830823,-19188805
1432,1432,0,0,2830823,-19188805
1433,1433,0,0,2830823,-12926606
1434,1434,0,0,2755173,-12926606
1435,1435,0,0,2755173,-12926606
1436,1436,0,0,2755173,-12926606
1437,1437,0,0,2679523,-12926606
1438,1438,0,1,1620465,-12926606
1439,1439,0,0,1574715,-12926606
1440,1440,0,0,1574715,-12926606
1441,1441,0,0,1574715,-12926606
1442,1442,0,0,1528965,-12926606
1443,1443,0,0,1528965,-5601250
1444,1444,0,0,1528965,-5601250
1445,1445,0,0,1484130,-5601250
1446,1446,0,0,1484130,-5601250
1447,1447,0,0,1439295,-5601250
1448,1448,0,1,688974,-5601250
1449,1449,0,0,688974,-5601250
1450,1450,0,0,667512,-5601250
1451,1451,0,0,667512,-5601250
1452,1452,0,0,667512,-5601250
1453,1453,0,0,646050,2184835
1454,1454,0,0,646050,2184835
1455,1455,0,0,625026,2184835
1456,1456,0,0,625026,2184835
1457,1457,0,0,625026,2184835
1458,1458,0,1,184786,2184835
1459,1459,0,0,184786,2184835
1460,1460,0,0,184786,2184835
1461,1461,0,0,178354,2184835
1462,1462,0,0,178354,2184835
1463,1463,0,0,172056,9791320
1464,1464,0,0,172056,9791320
1465,1465,0,0,172056,9791320
1466,1466,0,0,165892,9791320
1467,1467,0,0,165892,9791320
1468,1468,0,1,42092,9791320
1469,1469,0,0,40528,9791320
1470,1470,0,0,40528,9791320
1471,1471,0,0,40528,9791320
1472,1472,0,0,38964,9791320
1473,1473,0,0,38964,16592636
1474,1474,0,0,37434,16592636
1475,1475,0,0,37434,16592636
1476,1476,0,0,37434,16592636
1477,1477,0,0,35938,16592636
1478,1478,0,1,174405,16592636
1479,1479,0,0,174405,16592636
1480,1480,0,0,167145,16592636
1481,1481,0,0,167145,16592636
1482,1482,0,0,160050,16592636
1483,1483,0,0,160050,22029425
1484,1484,0,0,160050,22029425
1485,1485,0,0,152955,22029425
1486,1486,0,0,152955,22029425
1487,1487,0,0,152955,22029425
1488,1488,0,1,444270,22029425
1489,1489,0,0,444270,22029425
1490,1490,0,0,423688,22029425
1491,1491,0,0,423688,22029425
1492,1492,0,0,423688,22029425
1493,1493,0,0,403608,25654543
1494,1494,0,0,403608,25654543
1495,1495,0,0,403608,25654543
1496,1496,0,0,383528,25654543
1497,1497,0,0,383528,25654543
1498,1498,0,1,742400,25654543
1499,1499,0,0,742400,25654543
1500,1500,0,0,742400,25654543
1501,1501,0,0,703488,25654543
1502,1502,0,0,703488,25654543
1503,1503,0,0,703488,27169839
1504,1504,0,0,665600,27169839
1505,1505,0,0,665600,27169839
1506,1506,0,0,665600,27169839
1507,1507,0,0,627712,27169839
1508,1508,0,1,991834,27169839
1509,1509,0,0,935204,27169839
1510,1510,0,0,935204,27169839
1511,1511,0,0,935204,27169839
1512,1512,0,0,878574,27169839
1513,1513,0,0,878574,26450677
1514,1514,0,0,878574,26450677
1515,1515,0,0,823562,26450677
1516,1516,0,0,823562,26450677
1517,1517,0,0,770168,26450677
1518,1518,0,1,1062432,26450677
1519,1519,0,0,1062432,26450677
1520,1520,0,0,991008,26450677
1521,1521,0,0,991008,26450677
1522,1522,0,0,991008,26450677
1523,1523,0,0,924048,23556187
1524,1524,0,0,924048,23556187
1525,1525,0,0,857088,23556187
1526,1526,0,0,857088,23556187
1527,1527,0,0,857088,23556187
1528,1528,0,1,980155,23556187
1529,1529,0,0,980155,23556187
1530,1530,0,0,980155,23556187
1531,1531,0,0,902847,23556187
1532,1532,0,0,902847,23556187
1533,1533,0,0,902847,18724406
1534,1534,0,0,828300,18724406
1535,1535,0,0,828300,18724406
1536,1536,0,0,756514,18724406
1537,1537,0,0,756514,18724406
1538,1538,0,1,840906,18724406
1539,1539,0,0,767250,18724406
1540,1540,0,0,767250,18724406
1541,1541,0,0,767250,18724406
1542,1542,0,0,693594,18724406
1543,1543,0,0,693594,12352696
1544,1544,0,0,626076,12352696
1545,1545,0,0,626076,12352696
1546,1546,0,0,626076,12352696
1547,1547,0,0,558558,12352696
1548,1548,0,1,598234,12352696
1549,1549,0,0,598234,12352696
1550,1550,0,0,532494,12352696
1551,1551,0,0,532494,12352696
1552,1552,0,0,470041,12352696
1553,1553,0,0,470041,4965070
1554,1554,0,0,470041,4965070
1555,1555,0,0,410875,4965070
1556,1556,0,0,410875,4965070
1557,1557,0,0,410875,4965070
1558,1558,0,1,350568,4965070
1559,1559,0,0,350568,4965070
1560,1560,0,0,301878,4965070
1561,1561,0,0,301878,4965070
1562,1562,0,0,301878,4965070
1563,1563,0,0,253188,-2830904
1564,1564,0,0,253188,-2830904
1565,1565,0,0,253188,-2830904
1566,1566,0,0,210990,-2830904
1567,1567,0,0,210990,-2830904
1568,1568,0,1,191360,-2830904
1569,1569,0,0,156032,-2830904
1570,1570,0,0,156032,-2830904
1571,1571,0,0,123648,-2830904
1572,1572,0,0,123648,-2830904
1573,1573,0,0,123648,-10394074
1574,1574,0,0,97152,-10394074
1575,1575,0,0,97152,-10394074
1576,1576,0,0,97152,-10394074
1577,1577,0,0,70656,-10394074
1578,1578,0,1,59352,-10394074
1579,1579,0,0,42041,-10394074
1580,1580,0,0,42041,-10394074
1581,1581,0,0,42041,-10394074
1582,1582,0,0,27203,-10394074
1583,1583,0,0,27203,-17102434
1584,1584,0,0,27203,-17102434
1585,1585,0,0,17311,-17102434
1586,1586,0,0,17311,-17102434
1587,1587,0,0,7419,-17102434
1588,1588,0,1,5646,-17102434
1589,1589,0,0,5646,-17102434
1590,1590,0,0,1882,-17102434
1591,1591,0,0,1882,-17102434
1592,1592,0,0,1882,-17102434
1593,1593,0,0,0,-22404280
1594,1594,0,0,0,-22404280
1595,1595,0,0,0,-22404280
1596,1596,0,0,0,-22404280
1597,1597,0,0,0,-22404280
1598,1598,0,1,2502,-22404280
1599,1599,0,0,2502,-22404280
1600,1600,0,0,2502,-22404280
1601,1601,0,0,6255,-22404280
1602,1602,0,0,6255,-22404280
1603,1603,0,0,6255,-25863583
1604,1604,0,0,11259,-25863583
1605,1605,0,0,11259,-25863583
1606,1606,0,0,17514,-25863583
1607,1607,0,0,17514,-25863583
1608,1608,0,1,9912,-25863583
1609,1609,0,0,14868,-25863583
1610,1610,0,0,14868,-25863583
1611,1611,0,0,14868,-25863583
1612,1612,0,0,19824,-25863583
1613,1613,0,0,19824,-27195848
1614,1614,0,0,26196,-27195848
1615,1615,0,0,26196,-27195848
1616,1616,0,0,26196,-27195848
1617,1617,0,0,33276,-27195848
1618,1618,0,1,13301,-27195848
