Sample in Buffer,Sample in Window,TRIGGER,ADC_data_valid,IF_out[23:0],filt_sec_3_out[33:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,UNSIGNED,SIGNED
1619,1619,0,0,13301,-27195848
1620,1620,0,0,16697,-27195848
1621,1621,0,0,16697,-27195848
1622,1622,0,0,20093,-27195848
1623,1623,0,0,20093,-26291512
1624,1624,0,0,20093,-26291512
1625,1625,0,0,24055,-26291512
1626,1626,0,0,24055,-26291512
1627,1627,0,0,24055,-26291512
1628,1628,0,1,5500,-26291512
1629,1629,0,0,5500,-26291512
1630,1630,0,0,6380,-26291512
1631,1631,0,0,6380,-26291512
1632,1632,0,0,6380,-26291512
1633,1633,0,0,7370,-23224955
1634,1634,0,0,7370,-23224955
1635,1635,0,0,7370,-23224955
1636,1636,0,0,8360,-23224955
1637,1637,0,0,8360,-23224955
1638,1638,0,1,7752,-23224955
1639,1639,0,0,8772,-23224955
1640,1640,0,0,8772,-23224955
1641,1641,0,0,9843,-23224955
1642,1642,0,0,9843,-23224955
1643,1643,0,0,9843,-18248378
1644,1644,0,0,10965,-18248378
1645,1645,0,0,10965,-18248378
1646,1646,0,0,10965,-18248378
1647,1647,0,0,12138,-18248378
1648,1648,0,1,69972,-18248378
1649,1649,0,0,77028,-18248378
1650,1650,0,0,77028,-18248378
1651,1651,0,0,77028,-18248378
1652,1652,0,0,84378,-18248378
1653,1653,0,0,84378,-11771065
1654,1654,0,0,84378,-11771065
1655,1655,0,0,92022,-11771065
1656,1656,0,0,92022,-11771065
1657,1657,0,0,100254,-11771065
1658,1658,0,1,243474,-11771065
1659,1659,0,0,243474,-11771065
1660,1660,0,0,263466,-11771065
1661,1661,0,0,263466,-11771065
1662,1662,0,0,263466,-11771065
1663,1663,0,0,284172,-4325721
1664,1664,0,0,284172,-4325721
1665,1665,0,0,284172,-4325721
1666,1666,0,0,306306,-4325721
1667,1667,0,0,306306,-4325721
1668,1668,0,1,575460,-4325721
1669,1669,0,0,575460,-4325721
1670,1670,0,0,575460,-4325721
1671,1671,0,0,616743,-4325721
1672,1672,0,0,616743,-4325721
1673,1673,0,0,616743,3475339
1674,1674,0,0,658026,3475339
1675,1675,0,0,658026,3475339
1676,1676,0,0,700560,3475339
1677,1677,0,0,700560,3475339
1678,1678,0,1,1050000,3475339
1679,1679,0,0,1115625,3475339
1680,1680,0,0,1115625,3475339
1681,1681,0,0,1115625,3475339
1682,1682,0,0,1183125,3475339
1683,1683,0,0,1183125,10990552
1684,1684,0,0,1252500,10990552
1685,1685,0,0,1252500,10990552
1686,1686,0,0,1252500,10990552
1687,1687,0,0,1323750,10990552
1688,1688,0,1,1738172,10990552
1689,1689,0,0,1738172,10990552
1690,1690,0,0,1831728,10990552
1691,1691,0,0,1831728,10990552
1692,1692,0,0,1930208,10990552
1693,1693,0,0,1930208,17601867
1694,1694,0,0,1930208,17601867
1695,1695,0,0,2028688,17601867
1696,1696,0,0,2028688,17601867
1697,1697,0,0,2028688,17601867
1698,1698,0,1,2543100,17601867
1699,1699,0,0,2543100,17601867
1700,1700,0,0,2543100,17601867
1701,1701,0,0,2663640,17601867
1702,1702,0,0,2663640,17601867
1703,1703,0,0,2787120,22765575
1704,1704,0,0,2787120,22765575
1705,1705,0,0,2787120,22765575
1706,1706,0,0,2913540,22765575
1707,1707,0,0,2913540,22765575
1708,1708,0,1,3200930,22765575
1709,1709,0,0,3343050,22765575
1710,1710,0,0,3343050,22765575
1711,1711,0,0,3485170,22765575
1712,1712,0,0,3485170,22765575
1713,1713,0,0,3485170,26057025
1714,1714,0,0,3630520,26057025
1715,1715,0,0,3630520,26057025
1716,1716,0,0,3630520,26057025
1717,1717,0,0,3775870,26057025
1718,1718,0,1,3862376,26057025
1719,1719,0,0,4014360,26057025
1720,1720,0,0,4014360,26057025
1721,1721,0,0,4014360,26057025
1722,1722,0,0,4166344,26057025
1723,1723,0,0,4166344,27205544
1724,1724,0,0,4166344,27205544
1725,1725,0,0,4321632,27205544
1726,1726,0,0,4321632,27205544
1727,1727,0,0,4476920,27205544
1728,1728,0,1,4257410,27205544
1729,1729,0,0,4257410,27205544
1730,1730,0,0,4408226,27205544
1731,1731,0,0,4408226,27205544
1732,1732,0,0,4408226,27205544
1733,1733,0,0,4559042,26116700
1734,1734,0,0,4559042,26116700
1735,1735,0,0,4559042,26116700
1736,1736,0,0,4709858,26116700
1737,1737,0,0,4709858,26116700
1738,1738,0,1,4277124,26116700
1739,1739,0,0,4277124,26116700
1740,1740,0,0,4277124,26116700
1741,1741,0,0,4412511,26116700
1742,1742,0,0,4412511,26116700
1743,1743,0,0,4412511,22880063
1744,1744,0,0,4550661,22880063
1745,1745,0,0,4550661,22880063
1746,1746,0,0,4686048,22880063
1747,1747,0,0,4686048,22880063
1748,1748,0,1,3795648,22880063
1749,1749,0,0,3907548,22880063
1750,1750,0,0,3907548,22880063
1751,1751,0,0,3907548,22880063
1752,1752,0,0,4019448,22880063
1753,1753,0,0,4019448,17761833
1754,1754,0,0,4131348,17761833
1755,1755,0,0,4131348,17761833
1756,1756,0,0,4131348,17761833
1757,1757,0,0,4243248,17761833
1758,1758,0,1,3056352,17761833
1759,1759,0,0,3056352,17761833
1760,1760,0,0,3138564,17761833
1761,1761,0,0,3138564,17761833
1762,1762,0,0,3138564,17761833
1763,1763,0,0,3219164,11182946
1764,1764,0,0,3219164,11182946
1765,1765,0,0,3299764,11182946
1766,1766,0,0,3299764,11182946
1767,1767,0,0,3299764,11182946
1768,1768,0,1,2058240,11182946
1769,1769,0,0,2058240,11182946
1770,1770,0,0,2058240,11182946
1771,1771,0,0,2108490,11182946
1772,1772,0,0,2108490,11182946
1773,1773,0,0,2158740,3684455
1774,1774,0,0,2158740,3684455
1775,1775,0,0,2158740,3684455
1776,1776,0,0,2209995,3684455
1777,1777,0,0,2209995,3684455
1778,1778,0,1,1119291,3684455
1779,1779,0,0,1144741,3684455
1780,1780,0,0,1144741,3684455
1781,1781,0,0,1170191,3684455
1782,1782,0,0,1170191,3684455
1783,1783,0,0,1170191,-4116969
1784,1784,0,0,1195641,-4116969
1785,1785,0,0,1195641,-4116969
1786,1786,0,0,1195641,-4116969
1787,1787,0,0,1221091,-4116969
1788,1788,0,1,340658,-4116969
1789,1789,0,0,347616,-4116969
1790,1790,0,0,347616,-4116969
1791,1791,0,0,347616,-4116969
1792,1792,0,0,354716,-4116969
1793,1793,0,0,354716,-11579754
1794,1794,0,0,354716,-11579754
1795,1795,0,0,361674,-11579754
1796,1796,0,0,361674,-11579754
1797,1797,0,0,361674,-11579754
1798,1798,0,1,103840,-11579754
1799,1799,0,0,103840,-11579754
1800,1800,0,0,105760,-11579754
1801,1801,0,0,105760,-11579754
1802,1802,0,0,105760,-11579754
1803,1803,0,0,107680,-18090188
1804,1804,0,0,107680,-18090188
1805,1805,0,0,107680,-18090188
1806,1806,0,0,109600,-18090188
1807,1807,0,0,109600,-18090188
1808,1808,0,1,365097,-18090188
1809,1809,0,0,365097,-18090188
1810,1810,0,0,365097,-18090188
1811,1811,0,0,371254,-18090188
1812,1812,0,0,371254,-18090188
1813,1813,0,0,371254,-23112889
1814,1814,0,0,377280,-23112889
1815,1815,0,0,377280,-23112889
1816,1816,0,0,383306,-23112889
1817,1817,0,0,383306,-23112889
1818,1818,0,1,1272810,-23112889
1819,1819,0,0,1292385,-23112889
1820,1820,0,0,1292385,-23112889
1821,1821,0,0,1292385,-23112889
1822,1822,0,0,1311960,-23112889
1823,1823,0,0,1311960,-26234827
1824,1824,0,0,1331100,-26234827
1825,1825,0,0,1331100,-26234827
1826,1826,0,0,1331100,-26234827
1827,1827,0,0,1350240,-26234827
1828,1828,0,1,2874304,-26234827
1829,1829,0,0,2874304,-26234827
1830,1830,0,0,2914122,-26234827
1831,1831,0,0,2914122,-26234827
1832,1832,0,0,2914122,-26234827
1833,1833,0,0,2953014,-27199291
1834,1834,0,0,2953014,-27199291
1835,1835,0,0,2990980,-27199291
1836,1836,0,0,2990980,-27199291
1837,1837,0,0,2990980,-27199291
1838,1838,0,1,4958836,-27199291
1839,1839,0,0,4958836,-27199291
1840,1840,0,0,4958836,-27199291
1841,1841,0,0,5019476,-27199291
1842,1842,0,0,5019476,-27199291
1843,1843,0,0,5080116,-25926993
1844,1844,0,0,5080116,-25926993
1845,1845,0,0,5080116,-25926993
1846,1846,0,0,5137724,-25926993
1847,1847,0,0,5137724,-25926993
1848,1848,0,1,7235515,-25926993
1849,1849,0,0,7316645,-25926993
1850,1850,0,0,7316645,-25926993
1851,1851,0,0,7395640,-25926993
1852,1852,0,0,7395640,-25926993
1853,1853,0,0,7395640,-22522584
1854,1854,0,0,7472500,-22522584
1855,1855,0,0,7472500,-22522584
1856,1856,0,0,7472500,-22522584
1857,1857,0,0,7547225,-22522584
1858,1858,0,1,9470265,-22522584
1859,1859,0,0,9561351,-22522584
1860,1860,0,0,9561351,-22522584
1861,1861,0,0,9561351,-22522584
1862,1862,0,0,9649758,-22522584
1863,1863,0,0,9649758,-17266046
1864,1864,0,0,9649758,-17266046
1865,1865,0,0,9738165,-17266046
1866,1866,0,0,9738165,-17266046
1867,1867,0,0,9738165,-17266046
1868,1868,0,1,11327940,-17266046
1869,1869,0,0,11327940,-17266046
1870,1870,0,0,11423730,-17266046
1871,1871,0,0,11423730,-17266046
1872,1872,0,0,11423730,-17266046
1873,1873,0,0,11513340,-10589662
1874,1874,0,0,11513340,-10589662
1875,1875,0,0,11513340,-10589662
1876,1876,0,0,11599860,-10589662
1877,1877,0,0,11599860,-10589662
1878,1878,0,1,12420088,-10589662
1879,1879,0,0,12420088,-10589662
1880,1880,0,0,12420088,-10589662
1881,1881,0,0,12505472,-10589662
1882,1882,0,0,12505472,-10589662
1883,1883,0,0,12505472,-3042467
1884,1884,0,0,12587572,-3042467
1885,1885,0,0,12587572,-3042467
1886,1886,0,0,12666388,-3042467
1887,1887,0,0,12666388,-3042467
1888,1888,0,1,12539107,-3042467
1889,1889,0,0,12613880,-3042467
1890,1890,0,0,12613880,-3042467
1891,1891,0,0,12613880,-3042467
1892,1892,0,0,12685402,-3042467
1893,1893,0,0,12685402,4754902
1894,1894,0,0,12685402,4754902
1895,1895,0,0,12753673,4754902
1896,1896,0,0,12753673,4754902
1897,1897,0,0,12818693,4754902
1898,1898,0,1,11844772,4754902
1899,1899,0,0,11844772,4754902
1900,1900,0,0,11898844,4754902
1901,1901,0,0,11898844,4754902
1902,1902,0,0,11898844,4754902
1903,1903,0,0,11952916,12161241
1904,1904,0,0,11952916,12161241
1905,1905,0,0,12000980,12161241
1906,1906,0,0,12000980,12161241
1907,1907,0,0,12000980,12161241
1908,1908,0,1,10253570,12161241
1909,1909,0,0,10253570,12161241
1910,1910,0,0,10253570,12161241
1911,1911,0,0,10289368,12161241
1912,1912,0,0,10289368,12161241
1913,1913,0,0,10320052,18567506
1914,1914,0,0,10320052,18567506
1915,1915,0,0,10320052,18567506
1916,1916,0,0,10350736,18567506
1917,1917,0,0,10350736,18567506
1918,1918,0,1,8006944,18567506
1919,1919,0,0,8026724,18567506
1920,1920,0,0,8026724,18567506
1921,1921,0,0,8044526,18567506
1922,1922,0,0,8044526,18567506
1923,1923,0,0,8044526,23446890
1924,1924,0,0,8058372,23446890
1925,1925,0,0,8058372,23446890
1926,1926,0,0,8058372,23446890
1927,1927,0,0,8072218,23446890
1928,1928,0,1,5525674,23446890
1929,1929,0,0,5525674,23446890
1930,1930,0,0,5532444,23446890
1931,1931,0,0,5532444,23446890
1932,1932,0,0,5537860,23446890
1933,1933,0,0,5537860,26398146
1934,1934,0,0,5537860,26398146
1935,1935,0,0,5541922,26398146
1936,1936,0,0,5541922,26398146
1937,1937,0,0,5541922,26398146
1938,1938,0,1,3218670,26398146
1939,1939,0,0,3218670,26398146
1940,1940,0,0,3218670,26398146
1941,1941,0,0,3218670,26398146
1942,1942,0,0,3218670,26398146
1943,1943,0,0,3217884,27178578
1944,1944,0,0,3217884,27178578
1945,1945,0,0,3217884,27178578
1946,1946,0,0,3216312,27178578
1947,1947,0,0,3216312,27178578
1948,1948,0,1,1381744,27178578
1949,1949,0,0,1381744,27178578
1950,1950,0,0,1381744,27178578
1951,1951,0,0,1380392,27178578
1952,1952,0,0,1380392,27178578
1953,1953,0,0,1380392,25723997
1954,1954,0,0,1378364,25723997
1955,1955,0,0,1378364,25723997
1956,1956,0,0,1375998,25723997
1957,1957,0,0,1375998,25723997
1958,1958,0,1,280899,25723997
1959,1959,0,0,280278,25723997
1960,1960,0,0,280278,25723997
1961,1961,0,0,280278,25723997
1962,1962,0,0,279657,25723997
1963,1963,0,0,279657,22154003
1964,1964,0,0,279657,22154003
1965,1965,0,0,278898,22154003
1966,1966,0,0,278898,22154003
1967,1967,0,0,278070,22154003
1968,1968,0,1,197470,22154003
1969,1969,0,0,197470,22154003
1970,1970,0,0,196833,22154003
1971,1971,0,0,196833,22154003
1972,1972,0,0,196833,22154003
1973,1973,0,0,196098,16762149
1974,1974,0,0,196098,16762149
1975,1975,0,0,195363,16762149
1976,1976,0,0,195363,16762149
1977,1977,0,0,195363,16762149
1978,1978,0,1,909130,16762149
1979,1979,0,0,909130,16762149
1980,1980,0,0,909130,16762149
1981,1981,0,0,905008,16762149
1982,1982,0,0,905008,16762149
1983,1983,0,0,900657,9991809
1984,1984,0,0,900657,9991809
1985,1985,0,0,900657,9991809
1986,1986,0,0,896077,9991809
1987,1987,0,0,896077,9991809
1988,1988,0,1,2426060,9991809
1989,1989,0,0,2412420,9991809
1990,1990,0,0,2412420,9991809
1991,1991,0,0,2398780,9991809
1992,1992,0,0,2398780,9991809
1993,1993,0,0,2398780,2399719
1994,1994,0,0,2383900,2399719
1995,1995,0,0,2383900,2399719
1996,1996,0,0,2383900,2399719
1997,1997,0,0,2369020,2399719
1998,1998,0,1,4436181,2399719
1999,1999,0,0,4436181,2399719
2000,2000,0,0,4405995,2399719
2001,2001,0,0,4405995,2399719
2002,2002,0,0,4374648,2399719
2003,2003,0,0,4374648,-5389800
2004,2004,0,0,4374648,-5389800
2005,2005,0,0,4342140,-5389800
2006,2006,0,0,4342140,-5389800
2007,2007,0,0,4342140,-5389800
2008,2008,0,1,6583314,-5389800
2009,2009,0,0,6583314,-5389800
2010,2010,0,0,6530094,-5389800
2011,2011,0,0,6530094,-5389800
2012,2012,0,0,6530094,-5389800
2013,2013,0,0,6476874,-12736180
2014,2014,0,0,6476874,-12736180
2015,2015,0,0,6476874,-12736180
2016,2016,0,0,6420106,-12736180
2017,2017,0,0,6420106,-12736180
2018,2018,0,1,8502406,-12736180
2019,2019,0,0,8502406,-12736180
2020,2020,0,0,8502406,-12736180
2021,2021,0,0,8421792,-12736180
2022,2022,0,0,8421792,-12736180
2023,2023,0,0,8421792,-19035280
2024,2024,0,0,8338807,-19035280
2025,2025,0,0,8338807,-19035280
2026,2026,0,0,8338807,-19035280
2027,2027,0,0,8255822,-19035280
2028,2028,0,1,9975930,-19035280
2029,2029,0,0,9869925,-19035280
2030,2030,0,0,9869925,-19035280
2031,2031,0,0,9869925,-19035280
2032,2032,0,0,9763920,-19035280
2033,2033,0,0,9763920,-23769070
2034,2034,0,0,9763920,-23769070
2035,2035,0,0,9655050,-23769070
2036,2036,0,0,9655050,-23769070
2037,2037,0,0,9543315,-23769070
2038,2038,0,1,10585918,-23769070
2039,2039,0,0,10585918,-23769070
2040,2040,0,0,10458798,-23769070
2041,2041,0,0,10458798,-23769070
2042,2042,0,0,10458798,-23769070
2043,2043,0,0,10331678,-26548231
2044,2044,0,0,10331678,-26548231
2045,2045,0,0,10201380,-26548231
2046,2046,0,0,10201380,-26548231
2047,2047,0,0,10201380,-26548231
2048,2048,1,1,10460736,-26548231
2049,2049,0,0,10460736,-26548231
2050,2050,0,0,10460736,-26548231
2051,2051,0,0,10318750,-26548231
2052,2052,0,0,10318750,-26548231
2053,2053,0,0,10176764,-27144174
2054,2054,0,0,10176764,-27144174
2055,2055,0,0,10176764,-27144174
2056,2056,0,0,10031476,-27144174
2057,2057,0,0,10031476,-27144174
2058,2058,0,1,9630460,-27144174
2059,2059,0,0,9490980,-27144174
2060,2060,0,0,9490980,-27144174
2061,2061,0,0,9490980,-27144174
2062,2062,0,0,9348330,-27144174
2063,2063,0,0,9348330,-25507847
2064,2064,0,0,9202510,-25507847
2065,2065,0,0,9202510,-25507847
2066,2066,0,0,9202510,-25507847
2067,2067,0,0,9056690,-25507847
2068,2068,0,1,8102452,-25507847
2069,2069,0,0,8102452,-25507847
2070,2070,0,0,7971996,-25507847
2071,2071,0,0,7971996,-25507847
2072,2072,0,0,7838704,-25507847
2073,2073,0,0,7838704,-21773773
2074,2074,0,0,7838704,-21773773
2075,2075,0,0,7702576,-21773773
2076,2076,0,0,7702576,-21773773
2077,2077,0,0,7702576,-21773773
2078,2078,0,1,6221776,-21773773
2079,2079,0,0,6221776,-21773773
2080,2080,0,0,6109840,-21773773
2081,2081,0,0,6109840,-21773773
2082,2082,0,0,6109840,-21773773
2083,2083,0,0,5995572,-16248995
2084,2084,0,0,5995572,-16248995
2085,2085,0,0,5995572,-16248995
2086,2086,0,0,5881304,-16248995
2087,2087,0,0,5881304,-16248995
2088,2088,0,1,4253560,-16248995
2089,2089,0,0,4253560,-16248995
2090,2090,0,0,4253560,-16248995
2091,2091,0,0,4169280,-16248995
2092,2092,0,0,4169280,-16248995
2093,2093,0,0,4169280,-9387829
2094,2094,0,0,4083280,-9387829
2095,2095,0,0,4083280,-9387829
2096,2096,0,0,4083280,-9387829
2097,2097,0,0,3997280,-9387829
2098,2098,0,1,2563372,-9387829
2099,2099,0,0,2508222,-9387829
2100,2100,0,0,2508222,-9387829
2101,2101,0,0,2508222,-9387829
2102,2102,0,0,2453072,-9387829
2103,2103,0,0,2453072,-1754508
2104,2104,0,0,2453072,-1754508
2105,2105,0,0,2397922,-1754508
2106,2106,0,0,2397922,-1754508
2107,2107,0,0,2341669,-1754508
2108,2108,0,1,1205864,-1754508
2109,2109,0,0,1205864,-1754508
2110,2110,0,0,1177464,-1754508
2111,2111,0,0,1177464,-1754508
2112,2112,0,0,1177464,-1754508
2113,2113,0,0,1148496,6023220
2114,2114,0,0,1148496,6023220
2115,2115,0,0,1120096,6023220
2116,2116,0,0,1120096,6023220
2117,2117,0,0,1120096,6023220
2118,2118,0,1,389963,6023220
2119,2119,0,0,389963,6023220
2120,2120,0,0,389963,6023220
2121,2121,0,0,379813,6023220
2122,2122,0,0,379813,6023220
2123,2123,0,0,369663,13305716
2124,2124,0,0,369663,13305716
2125,2125,0,0,369663,13305716
2126,2126,0,0,359513,13305716
2127,2127,0,0,359513,13305716
2128,2128,0,1,38962,13305716
2129,2129,0,0,37862,13305716
2130,2130,0,0,37862,13305716
2131,2131,0,0,37862,13305716
2132,2132,0,0,36762,13305716
2133,2133,0,0,36762,19494054
2134,2134,0,0,35684,19494054
2135,2135,0,0,35684,19494054
2136,2136,0,0,35684,19494054
2137,2137,0,0,34606,19494054
2138,2138,0,1,152581,19494054
2139,2139,0,0,152581,19494054
2140,2140,0,0,147828,19494054
2141,2141,0,0,147828,19494054
2142,2142,0,0,143075,19494054
2143,2143,0,0,143075,24079281
2144,2144,0,0,143075,24079281
2145,2145,0,0,138419,24079281
2146,2146,0,0,138419,24079281
2147,2147,0,0,138419,24079281
2148,2148,0,1,539189,24079281
2149,2149,0,0,539189,24079281
2150,2150,0,0,520421,24079281
2151,2151,0,0,520421,24079281
2152,2152,0,0,520421,24079281
2153,2153,0,0,502044,26684277
2154,2154,0,0,502044,26684277
2155,2155,0,0,502044,26684277
2156,2156,0,0,484058,26684277
2157,2157,0,0,484058,26684277
2158,2158,0,1,1039920,26684277
2159,2159,0,0,1001280,26684277
2160,2160,0,0,1001280,26684277
2161,2161,0,0,962640,26684277
2162,2162,0,0,962640,26684277
2163,2163,0,0,962640,27094775
2164,2164,0,0,924840,27094775
2165,2165,0,0,924840,27094775
2166,2166,0,0,924840,27094775
2167,2167,0,0,887880,27094775
2168,2168,0,1,1493541,27094775
2169,2169,0,0,1431369,27094775
2170,2170,0,0,1431369,27094775
2171,2171,0,0,1431369,27094775
2172,2172,0,0,1370610,27094775
2173,2173,0,0,1370610,25276985
2174,2174,0,0,1370610,25276985
2175,2175,0,0,1309851,25276985
2176,2176,0,0,1309851,25276985
2177,2177,0,0,1250505,25276985
2178,2178,0,1,1799205,25276985
2179,2179,0,0,1799205,25276985
2180,2180,0,0,1715852,25276985
2181,2181,0,0,1715852,25276985
2182,2182,0,0,1715852,25276985
2183,2183,0,0,1634532,21380378
2184,2184,0,0,1634532,21380378
2185,2185,0,0,1553212,21380378
2186,2186,0,0,1553212,21380378
2187,2187,0,0,1553212,21380378
2188,2188,0,1,1880650,21380378
2189,2189,0,0,1880650,21380378
2190,2190,0,0,1880650,21380378
2191,2191,0,0,1782078,21380378
2192,2192,0,0,1782078,21380378
2193,2193,0,0,1782078,15725395
2194,2194,0,0,1686100,15725395
2195,2195,0,0,1686100,15725395
2196,2196,0,0,1590122,15725395
2197,2197,0,0,1590122,15725395
2198,2198,0,1,1853712,15725395
2199,2199,0,0,1747872,15725395
2200,2200,0,0,1747872,15725395
2201,2201,0,0,1747872,15725395
2202,2202,0,0,1642032,15725395
2203,2203,0,0,1642032,8777093
2204,2204,0,0,1539216,8777093
2205,2205,0,0,1539216,8777093
2206,2206,0,0,1539216,8777093
2207,2207,0,0,1439424,8777093
2208,2208,0,1,1555092,8777093
2209,2209,0,0,1555092,8777093
2210,2210,0,0,1450548,8777093
2211,2211,0,0,1450548,8777093
2212,2212,0,0,1352538,8777093
2213,2213,0,0,1352538,1106900
2214,2214,0,0,1352538,1106900
2215,2215,0,0,1254528,1106900
2216,2216,0,0,1254528,1106900
2217,2217,0,0,1254528,1106900
2218,2218,0,1,1164045,1106900
2219,2219,0,0,1164045,1106900
2220,2220,0,0,1072233,1106900
2221,2221,0,0,1072233,1106900
2222,2222,0,0,1072233,1106900
2223,2223,0,0,983700,-6654379
2224,2224,0,0,983700,-6654379
2225,2225,0,0,983700,-6654379
2226,2226,0,0,898446,-6654379
2227,2227,0,0,898446,-6654379
2228,2228,0,1,834878,-6654379
2229,2229,0,0,761750,-6654379
2230,2230,0,0,761750,-6654379
2231,2231,0,0,688622,-6654379
2232,2232,0,0,688622,-6654379
2233,2233,0,0,688622,-13868444
2234,2234,0,0,621588,-13868444
2235,2235,0,0,621588,-13868444
2236,2236,0,0,621588,-13868444
2237,2237,0,0,554554,-13868444
2238,2238,0,1,480116,-13868444
2239,2239,0,0,427356,-13868444
2240,2240,0,0,427356,-13868444
2241,2241,0,0,427356,-13868444
2242,2242,0,0,377234,-13868444
2243,2243,0,0,377234,-19941996
2244,2244,0,0,377234,-19941996
2245,2245,0,0,329750,-19941996
2246,2246,0,0,329750,-19941996
2247,2247,0,0,284904,-19941996
2248,2248,0,1,224964,-19941996
2249,2249,0,0,224964,-19941996
2250,2250,0,0,193719,-19941996
2251,2251,0,0,193719,-19941996
2252,2252,0,0,193719,-19941996
2253,2253,0,0,162474,-24375530
2254,2254,0,0,162474,-24375530
2255,2255,0,0,135395,-24375530
2256,2256,0,0,135395,-24375530
2257,2257,0,0,135395,-24375530
2258,2258,0,1,77433,-24375530
2259,2259,0,0,77433,-24375530
2260,2260,0,0,77433,-24375530
2261,2261,0,0,61362,-24375530
2262,2262,0,0,61362,-24375530
2263,2263,0,0,61362,-26804416
2264,2264,0,0,48213,-26804416
2265,2265,0,0,48213,-26804416
2266,2266,0,0,35064,-26804416
2267,2267,0,0,35064,-26804416
2268,2268,0,1,21024,-26804416
2269,2269,0,0,14892,-26804416
2270,2270,0,0,14892,-26804416
2271,2271,0,0,14892,-26804416
2272,2272,0,0,9636,-26804416
2273,2273,0,0,9636,-27028892
2274,2274,0,0,6132,-27028892
2275,2275,0,0,6132,-27028892
2276,2276,0,0,6132,-27028892
2277,2277,0,0,2628,-27028892
2278,2278,0,1,1203,-27028892
2279,2279,0,0,1203,-27028892
2280,2280,0,0,401,-27028892
2281,2281,0,0,401,-27028892
2282,2282,0,0,0,-27028892
2283,2283,0,0,0,-25030491
2284,2284,0,0,0,-25030491
2285,2285,0,0,0,-25030491
2286,2286,0,0,0,-25030491
2287,2287,0,0,0,-25030491
2288,2288,0,1,228,-25030491
2289,2289,0,0,228,-25030491
2290,2290,0,0,228,-25030491
2291,2291,0,0,570,-25030491
2292,2292,0,0,570,-25030491
2293,2293,0,0,1026,-20973560
2294,2294,0,0,1026,-20973560
2295,2295,0,0,1026,-20973560
2296,2296,0,0,1596,-20973560
2297,2297,0,0,1596,-20973560
2298,2298,0,1,518,-20973560
2299,2299,0,0,777,-20973560
2300,2300,0,0,777,-20973560
2301,2301,0,0,1036,-20973560
2302,2302,0,0,1036,-20973560
2303,2303,0,0,1036,-15191742
2304,2304,0,0,1369,-15191742
2305,2305,0,0,1369,-15191742
2306,2306,0,0,1369,-15191742
2307,2307,0,0,1739,-15191742
2308,2308,0,1,8319,-15191742
2309,2309,0,0,10443,-15191742
2310,2310,0,0,10443,-15191742
2311,2311,0,0,10443,-15191742
2312,2312,0,0,12567,-15191742
2313,2313,0,0,12567,-8160539
2314,2314,0,0,12567,-8160539
2315,2315,0,0,15045,-8160539
2316,2316,0,0,15045,-8160539
2317,2317,0,0,17700,-8160539
2318,2318,0,1,55700,-8160539
2319,2319,0,0,55700,-8160539
2320,2320,0,0,64612,-8160539
2321,2321,0,0,64612,-8160539
2322,2322,0,0,64612,-8160539
2323,2323,0,0,74638,-458203
2324,2324,0,0,74638,-458203
2325,2325,0,0,74638,-458203
2326,2326,0,0,84664,-458203
2327,2327,0,0,84664,-458203
2328,2328,0,1,182492,-458203
2329,2329,0,0,182492,-458203
2330,2330,0,0,182492,-458203
2331,2331,0,0,204773,-458203
2332,2332,0,0,204773,-458203
2333,2333,0,0,204773,7281818
2334,2334,0,0,228115,7281818
2335,2335,0,0,228115,7281818
2336,2336,0,0,252518,7281818
2337,2337,0,0,252518,7281818
2338,2338,0,1,396984,7281818
2339,2339,0,0,437016,7281818
2340,2340,0,0,437016,7281818
2341,2341,0,0,437016,7281818
2342,2342,0,0,478716,7281818
2343,2343,0,0,478716,14422978
2344,2344,0,0,522084,14422978
2345,2345,0,0,522084,14422978
2346,2346,0,0,522084,14422978
2347,2347,0,0,568788,14422978
2348,2348,0,1,775434,14422978
2349,2349,0,0,775434,14422978
2350,2350,0,0,839106,14422978
2351,2351,0,0,839106,14422978
2352,2352,0,0,905052,14422978
2353,2353,0,0,905052,20377985
2354,2354,0,0,905052,20377985
2355,2355,0,0,975546,20377985
2356,2356,0,0,975546,20377985
2357,2357,0,0,975546,20377985
2358,2358,0,1,1286160,20377985
2359,2359,0,0,1286160,20377985
2360,2360,0,0,1286160,20377985
2361,2361,0,0,1378428,20377985
2362,2362,0,0,1378428,20377985
2363,2363,0,0,1470696,24657099
2364,2364,0,0,1470696,24657099
2365,2365,0,0,1470696,24657099
2366,2366,0,0,1565760,24657099
2367,2367,0,0,1565760,24657099
2368,2368,0,1,1760080,24657099
2369,2369,0,0,1870085,24657099
2370,2370,0,0,1870085,24657099
2371,2371,0,0,1983233,24657099
2372,2372,0,0,1983233,24657099
2373,2373,0,0,1983233,26908408
2374,2374,0,0,2099524,26908408
2375,2375,0,0,2099524,26908408
2376,2376,0,0,2099524,26908408
2377,2377,0,0,2218958,26908408
2378,2378,0,1,2324152,26908408
2379,2379,0,0,2449248,26908408
2380,2380,0,0,2449248,26908408
2381,2381,0,0,2449248,26908408
2382,2382,0,0,2580928,26908408
2383,2383,0,0,2580928,26946772
2384,2384,0,0,2580928,26946772
2385,2385,0,0,2712608,26946772
2386,2386,0,0,2712608,26946772
